STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,MEASURE,Measure,UNIT_MEASURE,Unit of measure,FINANCING_SCHEME,Financing scheme,FINANCING_SCHEME_REV,Revenues of financing schemes,FUNCTION,Health function,MODE_PROVISION,Mode of provision,PROVIDER,Health care provider,FACTOR_PROVISION,Factor of provision,ASSET_TYPE,Asset type,PRICE_BASE,Price base,TIME_PERIOD,Time period,OBS_VALUE,Observation value,BASE_PER,Base period,CURRENCY,Currency,OBS_STATUS,Observation status,OBS_STATUS2,Observation status 2,OBS_STATUS3,Observation status 3,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,BGR,Bulgaria,A,Annual,EXP_HEALTH,Expenditure,USD_PPP,"US dollars, PPP converted",_T,Total,_Z,Not application,HCCOV3,COVID-19 related costs for vaccination,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,V,Current prices,2021,,184.146,,,,,,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,JPN,Japan,A,Annual,EXP_HEALTH,Expenditure,USD_PPP,"US dollars, PPP converted",_T,Total,_Z,Not application,HCCOV4,COVID-19 related costs for medical goods,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,V,Current prices,2020,,56.438,,,,,,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,MLT,Malta,A,Annual,EXP_HEALTH,Expenditure,USD_PPP,"US dollars, PPP converted",_T,Total,_Z,Not application,HCCOV4,COVID-19 related costs for medical goods,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,Q,Constant prices,2022,,15.397,,2015,,,,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,MLT,Malta,A,Annual,EXP_HEALTH,Expenditure,USD_PPP,"US dollars, PPP converted",_T,Total,_Z,Not application,HCCOV4,COVID-19 related costs for medical goods,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,Q,Constant prices,2020,,53.11,,2015,,,,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,POL,Poland,A,Annual,EXP_HEALTH,Expenditure,USD_PPP,"US dollars, PPP converted",_T,Total,_Z,Not application,HKCOV1,COVID-19 related investment costs,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,V,Current prices,2022,,978.777,,,,,,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,CZE,Czechia,A,Annual,EXP_HEALTH,Expenditure,USD_PPP,"US dollars, PPP converted",_T,Total,_Z,Not application,HKCOV1,COVID-19 related investment costs,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,V,Current prices,2022,,2.24,,,,,,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,CZE,Czechia,A,Annual,EXP_HEALTH,Expenditure,USD_PPP,"US dollars, PPP converted",_T,Total,_Z,Not application,HKCOV1,COVID-19 related investment costs,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,V,Current prices,2021,,6.928,,,,,,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,CZE,Czechia,A,Annual,EXP_HEALTH,Expenditure,USD_PPP,"US dollars, PPP converted",_T,Total,_Z,Not application,HKCOV1,COVID-19 related investment costs,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,V,Current prices,2020,,30.314,,,,,,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,LUX,Luxembourg,A,Annual,EXP_HEALTH,Expenditure,USD_PPP,"US dollars, PPP converted",_T,Total,_Z,Not application,HCCOV1,COVID-19 related treatment costs,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,Q,Constant prices,2022,,27.001,,2015,,,,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,LUX,Luxembourg,A,Annual,EXP_HEALTH,Expenditure,USD_PPP,"US dollars, PPP converted",_T,Total,_Z,Not application,HCCOV1,COVID-19 related treatment costs,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,Q,Constant prices,2021,,76.372,,2015,,,,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,LUX,Luxembourg,A,Annual,EXP_HEALTH,Expenditure,USD_PPP,"US dollars, PPP converted",_T,Total,_Z,Not application,HCCOV1,COVID-19 related treatment costs,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,Q,Constant prices,2020,,61.683,,2015,,,,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,LUX,Luxembourg,A,Annual,EXP_HEALTH,Expenditure,USD_PPP,"US dollars, PPP converted",_T,Total,_Z,Not application,HCCOV1,COVID-19 related treatment costs,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,Q,Constant prices,2023,,0.482,,2015,,,,P,Provisional value,,,,,6,Millions,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,CRI,Costa Rica,A,Annual,EXP_HEALTH,Expenditure,USD_PPP,"US dollars, PPP converted",_T,Total,_Z,Not application,HCCOV4,COVID-19 related costs for medical goods,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,Q,Constant prices,2022,,0.177,,2015,,,,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,CRI,Costa Rica,A,Annual,EXP_HEALTH,Expenditure,USD_PPP,"US dollars, PPP converted",_T,Total,_Z,Not application,HCCOV4,COVID-19 related costs for medical goods,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,Q,Constant prices,2021,,0.068,,2015,,,,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,ESP,Spain,A,Annual,EXP_HEALTH,Expenditure,USD_PPP,"US dollars, PPP converted",_T,Total,_Z,Not application,HCCOV3,COVID-19 related costs for vaccination,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,Q,Constant prices,2021,,1881.228,,2015,,,,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,ESP,Spain,A,Annual,EXP_HEALTH,Expenditure,USD_PPP,"US dollars, PPP converted",_T,Total,_Z,Not application,HCCOV3,COVID-19 related costs for vaccination,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,Q,Constant prices,2020,,6.799,,2015,,,,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,EST,Estonia,A,Annual,EXP_HEALTH,Expenditure,USD_PPP,"US dollars, PPP converted",_T,Total,_Z,Not application,HKCOV1,COVID-19 related investment costs,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,V,Current prices,2022,,0.417,,,,,,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,EST,Estonia,A,Annual,EXP_HEALTH,Expenditure,USD_PPP,"US dollars, PPP converted",_T,Total,_Z,Not application,HKCOV1,COVID-19 related investment costs,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,V,Current prices,2021,,5.473,,,,,,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,EST,Estonia,A,Annual,EXP_HEALTH,Expenditure,USD_PPP,"US dollars, PPP converted",_T,Total,_Z,Not application,HKCOV1,COVID-19 related investment costs,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,V,Current prices,2020,,4.783,,,,,,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,FIN,Finland,A,Annual,EXP_HEALTH,Expenditure,USD_PPP,"US dollars, PPP converted",_T,Total,_Z,Not application,HCCOV4,COVID-19 related costs for medical goods,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,V,Current prices,2020,,23.956,,,,,,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,LUX,Luxembourg,A,Annual,EXP_HEALTH,Expenditure,USD_PPP,"US dollars, PPP converted",_T,Total,_Z,Not application,HKCOV1,COVID-19 related investment costs,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,Q,Constant prices,2022,,7.967,,2015,,,,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,LUX,Luxembourg,A,Annual,EXP_HEALTH,Expenditure,USD_PPP,"US dollars, PPP converted",_T,Total,_Z,Not application,HKCOV1,COVID-19 related investment costs,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,Q,Constant prices,2021,,16.751,,2015,,,,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,HRV,Croatia,A,Annual,EXP_HEALTH,Expenditure,USD_PPP,"US dollars, PPP converted",_T,Total,_Z,Not application,HCCOV4,COVID-19 related costs for medical goods,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,Q,Constant prices,2022,,3.867,,2015,,,,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,HRV,Croatia,A,Annual,EXP_HEALTH,Expenditure,USD_PPP,"US dollars, PPP converted",_T,Total,_Z,Not application,HCCOV4,COVID-19 related costs for medical goods,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,Q,Constant prices,2021,,7.039,,2015,,,,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,HRV,Croatia,A,Annual,EXP_HEALTH,Expenditure,USD_PPP,"US dollars, PPP converted",_T,Total,_Z,Not application,HCCOV4,COVID-19 related costs for medical goods,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,Q,Constant prices,2020,,9.804,,2015,,,,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,ISL,Iceland,A,Annual,EXP_HEALTH,Expenditure,USD_PPP,"US dollars, PPP converted",_T,Total,_Z,Not application,HKCOV1,COVID-19 related investment costs,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,V,Current prices,2022,,0.692,,,,,,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,ISL,Iceland,A,Annual,EXP_HEALTH,Expenditure,USD_PPP,"US dollars, PPP converted",_T,Total,_Z,Not application,HKCOV1,COVID-19 related investment costs,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,V,Current prices,2021,,2.8,,,,,,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,ISL,Iceland,A,Annual,EXP_HEALTH,Expenditure,USD_PPP,"US dollars, PPP converted",_T,Total,_Z,Not application,HKCOV1,COVID-19 related investment costs,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,V,Current prices,2020,,5.868,,,,,,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,AUT,Austria,A,Annual,EXP_HEALTH,Expenditure,USD_PPP,"US dollars, PPP converted",_T,Total,_Z,Not application,HCCOV4,COVID-19 related costs for medical goods,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,V,Current prices,2020,,170.757,,,,,,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,AUT,Austria,A,Annual,EXP_HEALTH,Expenditure,USD_PPP,"US dollars, PPP converted",_T,Total,_Z,Not application,HCCOV4,COVID-19 related costs for medical goods,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,V,Current prices,2022,,155.387,,,,,,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,AUT,Austria,A,Annual,EXP_HEALTH,Expenditure,USD_PPP,"US dollars, PPP converted",_T,Total,_Z,Not application,HCCOV4,COVID-19 related costs for medical goods,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,V,Current prices,2021,,269.278,,,,,,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,JPN,Japan,A,Annual,EXP_HEALTH,Expenditure,USD_PPP,"US dollars, PPP converted",_T,Total,_Z,Not application,HKCOV1,COVID-19 related investment costs,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,Q,Constant prices,2020,,303.239,,2015,,,,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,KOR,Korea,A,Annual,EXP_HEALTH,Expenditure,USD_PPP,"US dollars, PPP converted",_T,Total,_Z,Not application,HKCOV1,COVID-19 related investment costs,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,Q,Constant prices,2022,,243.019,,2015,,,,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,KOR,Korea,A,Annual,EXP_HEALTH,Expenditure,USD_PPP,"US dollars, PPP converted",_T,Total,_Z,Not application,HKCOV1,COVID-19 related investment costs,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,Q,Constant prices,2021,,75.559,,2015,,,,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,KOR,Korea,A,Annual,EXP_HEALTH,Expenditure,USD_PPP,"US dollars, PPP converted",_T,Total,_Z,Not application,HKCOV1,COVID-19 related investment costs,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,Q,Constant prices,2020,,102.298,,2015,,,,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,GBR,United Kingdom,A,Annual,EXP_HEALTH,Expenditure,USD_PPP,"US dollars, PPP converted",_T,Total,_Z,Not application,HCCOV3,COVID-19 related costs for vaccination,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,V,Current prices,2022,,3817.546,,,,,,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,GBR,United Kingdom,A,Annual,EXP_HEALTH,Expenditure,USD_PPP,"US dollars, PPP converted",_T,Total,_Z,Not application,HCCOV3,COVID-19 related costs for vaccination,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,V,Current prices,2021,,9160.447,,,,,,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,GBR,United Kingdom,A,Annual,EXP_HEALTH,Expenditure,USD_PPP,"US dollars, PPP converted",_T,Total,_Z,Not application,HCCOV3,COVID-19 related costs for vaccination,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,V,Current prices,2020,,100.654,,,,,,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,ISL,Iceland,A,Annual,EXP_HEALTH,Expenditure,USD_PPP,"US dollars, PPP converted",_T,Total,_Z,Not application,HCCOV3,COVID-19 related costs for vaccination,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,Q,Constant prices,2022,,12.274,,2015,,,,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,ISL,Iceland,A,Annual,EXP_HEALTH,Expenditure,USD_PPP,"US dollars, PPP converted",_T,Total,_Z,Not application,HCCOV3,COVID-19 related costs for vaccination,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,Q,Constant prices,2021,,12.717,,2015,,,,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,MLT,Malta,A,Annual,EXP_HEALTH,Expenditure,USD_PPP,"US dollars, PPP converted",_T,Total,_Z,Not application,HCCOV1,COVID-19 related treatment costs,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,Q,Constant prices,2022,,7.816,,2015,,,,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,MLT,Malta,A,Annual,EXP_HEALTH,Expenditure,USD_PPP,"US dollars, PPP converted",_T,Total,_Z,Not application,HCCOV1,COVID-19 related treatment costs,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,Q,Constant prices,2020,,6.874,,2015,,,,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,FIN,Finland,A,Annual,EXP_HEALTH,Expenditure,USD_PPP,"US dollars, PPP converted",_T,Total,_Z,Not application,HCCOV1,COVID-19 related treatment costs,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,V,Current prices,2020,,56.545,,,,,,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,HRV,Croatia,A,Annual,EXP_HEALTH,Expenditure,USD_PPP,"US dollars, PPP converted",_T,Total,_Z,Not application,HCCOV3,COVID-19 related costs for vaccination,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,V,Current prices,2021,,194.712,,,,,,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,DNK,Denmark,A,Annual,EXP_HEALTH,Expenditure,USD_PPP,"US dollars, PPP converted",_T,Total,_Z,Not application,HCCOV1,COVID-19 related treatment costs,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,Q,Constant prices,2020,,68.869,,2015,,,,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,DNK,Denmark,A,Annual,EXP_HEALTH,Expenditure,USD_PPP,"US dollars, PPP converted",_T,Total,_Z,Not application,HCCOV1,COVID-19 related treatment costs,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,Q,Constant prices,2022,,93.918,,2015,,,,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,DNK,Denmark,A,Annual,EXP_HEALTH,Expenditure,USD_PPP,"US dollars, PPP converted",_T,Total,_Z,Not application,HCCOV1,COVID-19 related treatment costs,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,Q,Constant prices,2021,,111.397,,2015,,,,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,HRV,Croatia,A,Annual,EXP_HEALTH,Expenditure,USD_PPP,"US dollars, PPP converted",_T,Total,_Z,Not application,HCCOV3,COVID-19 related costs for vaccination,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,V,Current prices,2022,,175.154,,,,,,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,CRI,Costa Rica,A,Annual,EXP_HEALTH,Expenditure,USD_PPP,"US dollars, PPP converted",_T,Total,_Z,Not application,HKCOV1,COVID-19 related investment costs,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,V,Current prices,2022,,2.885,,,,,,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,CRI,Costa Rica,A,Annual,EXP_HEALTH,Expenditure,USD_PPP,"US dollars, PPP converted",_T,Total,_Z,Not application,HKCOV1,COVID-19 related investment costs,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,V,Current prices,2021,,12.186,,,,,,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,DNK,Denmark,A,Annual,EXP_HEALTH,Expenditure,USD_PPP,"US dollars, PPP converted",_T,Total,_Z,Not application,HCCOV4,COVID-19 related costs for medical goods,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,Q,Constant prices,2022,,91.087,,2015,,,,D,Definition differs,,,,,6,Millions,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,DNK,Denmark,A,Annual,EXP_HEALTH,Expenditure,USD_PPP,"US dollars, PPP converted",_T,Total,_Z,Not application,HCCOV4,COVID-19 related costs for medical goods,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,Q,Constant prices,2021,,150.173,,2015,,,,D,Definition differs,,,,,6,Millions,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,DNK,Denmark,A,Annual,EXP_HEALTH,Expenditure,USD_PPP,"US dollars, PPP converted",_T,Total,_Z,Not application,HCCOV4,COVID-19 related costs for medical goods,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,Q,Constant prices,2020,,202.494,,2015,,,,D,Definition differs,,,,,6,Millions,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,DEU,Germany,A,Annual,EXP_HEALTH,Expenditure,USD_PPP,"US dollars, PPP converted",_T,Total,_Z,Not application,HCCOV4,COVID-19 related costs for medical goods,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,V,Current prices,2022,,1480.801,,,,,,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,CYP,Cyprus,A,Annual,EXP_HEALTH,Expenditure,USD_PPP,"US dollars, PPP converted",_T,Total,_Z,Not application,HKCOV1,COVID-19 related investment costs,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,Q,Constant prices,2020,,0.262,,2015,,,,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,CYP,Cyprus,A,Annual,EXP_HEALTH,Expenditure,USD_PPP,"US dollars, PPP converted",_T,Total,_Z,Not application,HKCOV1,COVID-19 related investment costs,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,Q,Constant prices,2022,,0.07,,2015,,,,P,Provisional value,,,,,6,Millions,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,DEU,Germany,A,Annual,EXP_HEALTH,Expenditure,USD_PPP,"US dollars, PPP converted",_T,Total,_Z,Not application,HCCOV4,COVID-19 related costs for medical goods,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,V,Current prices,2023,,124.473,,,,,,D,Definition differs,P,Provisional value,,,6,Millions,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,JPN,Japan,A,Annual,EXP_HEALTH,Expenditure,USD_PPP,"US dollars, PPP converted",_T,Total,_Z,Not application,HCCOV3,COVID-19 related costs for vaccination,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,V,Current prices,2020,,468.097,,,,,,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,ISL,Iceland,A,Annual,EXP_HEALTH,Expenditure,USD_PPP,"US dollars, PPP converted",_T,Total,_Z,Not application,HCCOV4,COVID-19 related costs for medical goods,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,Q,Constant prices,2020,,7.773,,2015,,,,D,Definition differs,,,,,6,Millions,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,KOR,Korea,A,Annual,EXP_HEALTH,Expenditure,USD_PPP,"US dollars, PPP converted",_T,Total,_Z,Not application,HKCOV1,COVID-19 related investment costs,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,V,Current prices,2022,,274.375,,,,,,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,EST,Estonia,A,Annual,EXP_HEALTH,Expenditure,USD_PPP,"US dollars, PPP converted",_T,Total,_Z,Not application,HCCOV4,COVID-19 related costs for medical goods,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,Q,Constant prices,2022,,23.744,,2015,,,,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,POL,Poland,A,Annual,EXP_HEALTH,Expenditure,USD_PPP,"US dollars, PPP converted",_T,Total,_Z,Not application,HCCOV1,COVID-19 related treatment costs,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,V,Current prices,2022,,6434.56,,,,,,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,CAN,Canada,A,Annual,EXP_HEALTH,Expenditure,USD_PPP,"US dollars, PPP converted",_T,Total,_Z,Not application,HCCOV1,COVID-19 related treatment costs,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,V,Current prices,2020,,7903.645,,,,,,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,CAN,Canada,A,Annual,EXP_HEALTH,Expenditure,USD_PPP,"US dollars, PPP converted",_T,Total,_Z,Not application,HCCOV1,COVID-19 related treatment costs,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,V,Current prices,2021,,10489.958,,,,,,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,CAN,Canada,A,Annual,EXP_HEALTH,Expenditure,USD_PPP,"US dollars, PPP converted",_T,Total,_Z,Not application,HCCOV1,COVID-19 related treatment costs,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,V,Current prices,2022,,2155.265,,,,,,P,Provisional value,,,,,6,Millions,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,DEU,Germany,A,Annual,EXP_HEALTH,Expenditure,USD_PPP,"US dollars, PPP converted",_T,Total,_Z,Not application,HCCOV1,COVID-19 related treatment costs,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,V,Current prices,2022,,64.446,,,,,,,,,,,,6,Millions,1,One
